"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.411802228E0,7.071542740E-2,-1.057054996E-1,7.822418213E-2,1.493095677E-1
2.420010267E0,1.203322411E-1,-1.004959345E-1,7.916450500E-2,1.756311474E-1
2.428217882E0,1.365737915E-1,-1.002691984E-1,6.790590286E-2,1.825308859E-1
2.436429651E0,1.310873032E-1,-9.074890614E-2,5.201768875E-2,1.677053516E-1
2.444637190E0,1.231598854E-1,-6.219840050E-2,3.136873245E-2,1.414955680E-1
2.452882074E0,1.345329285E-1,-5.039548874E-2,3.208446503E-2,1.472013146E-1
2.461089766E0,1.102299690E-1,-5.760288239E-2,1.577711105E-2,1.253700736E-1
2.469297266E0,1.289858818E-1,-4.083669186E-2,6.705284119E-3,1.354620018E-1
2.477511497E0,1.263127327E-1,-2.886462212E-2,-1.209449768E-2,1.301320473E-1
2.485719651E0,1.357021332E-1,-4.947185516E-5,-7.045745850E-3,1.358849290E-1
