"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.419693193E0,-1.008135319E0,1.087467194E0,1.302387357E0,1.973609522E0
1.427923885E0,-6.293535233E-2,8.034200668E-1,1.363168001E0,1.583562964E0
1.436131577E0,2.584772110E-1,6.531591415E-1,1.119119287E0,1.321308181E0
1.444338808E0,1.667060852E-1,5.621042252E-1,7.723915577E-1,9.697117083E-1
1.452548731E0,1.902174950E-1,5.625905991E-1,5.761739016E-1,8.274462172E-1
1.460755347E0,2.287516594E-1,3.917779922E-1,7.242711186E-1,8.546262166E-1
1.468981616E0,4.695072174E-1,-3.303623199E-2,1.097555876E0,1.194218288E0
1.477194154E0,7.087154388E-1,-1.002540588E-1,1.086875558E0,1.301394225E0
1.485400039E0,1.087275028E0,-3.014793396E-1,8.023964167E-1,1.384520418E0
1.493619385E0,1.258335114E0,-5.595130920E-1,2.708504200E-1,1.403503512E0
1.501828116E0,1.337685108E0,-8.367877007E-1,-2.694201469E-2,1.578081423E0
1.510037039E0,1.406464577E0,-1.025030613E0,1.783963442E-1,1.749472955E0
1.518259385E0,1.548793793E0,-1.004497528E0,3.799853325E-1,1.884719170E0
1.526466462E0,1.731850386E0,-8.256211281E-1,4.149489403E-1,1.962941321E0
1.534675654E0,1.856462002E0,-5.359678268E-1,4.775514603E-1,1.990419070E0
1.542883116E0,2.032638550E0,1.124982834E-1,2.073792219E-1,2.046284799E0
1.551140692E0,2.546975136E0,1.143816948E0,-4.526710510E-1,2.828482037E0
1.559379692E0,2.638027191E0,1.299546242E0,-6.551872492E-1,3.012852175E0
1.567585423E0,3.250718117E0,1.754450798E0,-9.579988718E-1,3.816153524E0
1.575791192E0,3.631256342E0,1.948120117E0,-1.248601556E0,4.305833306E0
1.583996462E0,3.750745296E0,2.077584267E0,-1.204759479E0,4.453750337E0
1.592257654E0,3.502628803E0,2.161152840E0,-8.643286228E-1,4.205479057E0
1.600498692E0,3.163442373E0,2.200001717E0,-5.364881754E-1,3.890397764E0
1.608704231E0,2.730956316E0,1.960902214E0,-2.203989029E-1,3.369248517E0
1.616910731E0,2.016928434E0,2.470295906E0,-6.277854443E-1,3.250304099E0
1.625116269E0,7.089045048E-1,1.674899101E0,7.781422138E-2,1.820408649E0
1.633340615E0,7.257270813E-2,7.470798492E-1,6.936319470E-1,1.022017797E0
1.641546346E0,-1.503629684E-1,3.160963058E-1,4.419900179E-1,5.638094295E-1
1.649750807E0,-1.571369171E-2,-2.209148407E-1,2.705851197E-1,3.496664038E-1
1.657959961E0,-2.599425316E-1,-6.488304138E-1,-1.453937292E-1,7.139260201E-1
1.666165500E0,-1.055048227E0,-3.687648773E-1,-1.300879717E-1,1.125183175E0
1.674372807E0,-1.568018913E0,7.031059265E-2,-6.888100505E-2,1.571105179E0
1.682586000E0,-1.748732090E0,9.324436188E-1,8.316365629E-2,1.983540072E0
1.690793846E0,-1.365363598E0,2.616517067E0,9.461070299E-1,3.099273758E0
1.699001153E0,-3.154182434E-1,4.266927719E0,2.032668829E0,4.736866411E0
1.707207807E0,1.296758175E0,6.705733299E0,2.612242222E0,7.312472241E0
1.715414384E0,2.413587093E0,8.683082581E0,2.083707809E0,9.250035891E0
1.723653576E0,2.809002876E0,9.280282021E0,1.025479674E0,9.750166158E0
1.731861076E0,2.094210625E0,9.096441269E0,5.180616379E-1,9.348761937E0
1.740068884E0,1.028662682E0,8.211168289E0,6.671810746E-1,8.302202248E0
1.748275615E0,-1.400632858E-1,7.333745480E0,1.266556025E0,7.443628460E0
1.756537999E0,-8.121743202E-1,5.683465481E0,1.543826103E0,5.945149791E0
1.764718922E0,-1.411743641E0,4.618705273E0,1.477597713E0,5.050619121E0
1.772943538E0,-2.069410801E0,3.746217251E0,1.170499206E0,4.436966660E0
1.781199307E0,-1.833227634E0,2.854643345E0,2.310312986E-1,3.400454035E0
1.789407422E0,-2.048599720E0,2.034931183E0,-3.393095732E-1,2.907376260E0
1.797669192E0,-2.652274132E0,1.500915527E0,-3.939135075E-1,3.072860775E0
1.805784076E0,-2.922738791E0,6.972541809E-1,-6.109880209E-1,3.066247184E0
1.813975730E0,-3.204677105E0,5.249071121E-2,-8.980215788E-1,3.328536221E0
1.822234884E0,-3.717179298E0,-2.756304741E-1,-9.432176352E-1,3.844873678E0
1.830442422E0,-3.960626602E0,-7.510528564E-1,-1.114486337E0,4.182430307E0
1.838682076E0,-3.880341053E0,-1.310951710E0,-1.271659970E0,4.288678136E0
1.846890422E0,-3.835326433E0,-1.705193043E0,-1.272040129E0,4.385829255E0
1.855114999E0,-3.643437386E0,-2.193589687E0,-1.280337095E0,4.441366319E0
1.863339999E0,-3.427595377E0,-2.545606613E0,-1.444501042E0,4.507228235E0
1.871548114E0,-3.469701052E0,-2.643552780E0,-1.541767597E0,4.626472092E0
1.879776307E0,-3.600630999E0,-2.655246258E0,-1.634772301E0,4.763124684E0
1.887984537E0,-3.580023527E0,-2.621957302E0,-1.799889088E0,4.788614547E0
1.896211114E0,-3.601012468E0,-2.636306286E0,-2.045608759E0,4.909370308E0
1.904436076E0,-3.875853062E0,-2.561220169E0,-2.339469194E0,5.201461508E0
1.912644345E0,-4.132596970E0,-2.449894428E0,-2.566316366E0,5.446679733E0
1.920878383E0,-4.409542084E0,-2.410560131E0,-2.742873907E0,5.725226529E0
1.929086999E0,-4.878564835E0,-2.292260647E0,-2.910939932E0,6.126044809E0
1.937313191E0,-5.433301926E0,-2.243820190E0,-2.876169205E0,6.544298905E0
1.945570537E0,-5.937285900E0,-2.363879204E0,-2.747895956E0,6.956307996E0
1.953777268E0,-6.379554272E0,-2.611649036E0,-2.347822428E0,7.282286286E0
1.962003883E0,-6.686518192E0,-2.954000235E0,-1.628638029E0,7.489199206E0
1.970211768E0,-6.773071766E0,-3.204480648E0,-8.476085663E-1,7.540665597E0
1.978436422E0,-6.296832085E0,-3.518788099E0,1.074864864E-1,7.214119304E0
1.986694768E0,-5.254466057E0,-3.789926052E0,8.675279617E-1,6.536479005E0
1.994903268E0,-4.479608536E0,-3.676685095E0,1.170115948E0,5.912197329E0
2.003129768E0,-3.650876522E0,-3.282276392E0,1.269739151E0,5.070944212E0
2.011337306E0,-2.679013491E0,-2.350337505E0,8.667197227E-1,3.667751730E0
2.019545460E0,-1.766726971E0,-8.048954010E-1,1.912302971E-1,1.950833110E0
2.027803498E0,-5.123105049E-1,1.131544113E0,1.067398548E0,1.637740454E0
2.036009806E0,3.948098660E0,9.496574402E-1,3.171635389E0,5.152533680E0
2.044269344E0,5.037641525E0,3.561751366E0,5.637139320E0,8.357107433E0
2.052476498E0,6.365381718E0,5.649716854E0,7.533472061E0,1.136620369E1
2.060700383E0,8.375669479E0,6.573838234E0,6.977109909E0,1.272977812E1
2.068907229E0,1.022140503E1,5.835797787E0,5.037842274E0,1.280287122E1
2.077114498E0,1.044586372E1,3.016248703E0,2.435639381E0,1.114208977E1
2.085375421E0,6.655497074E0,1.488885880E0,1.672896862E0,7.022179603E0
2.093584037E0,3.723174095E0,9.653759003E-2,1.472455978E0,4.004930893E0
2.101810767E0,1.737736225E0,-1.373772144E0,7.099368572E-1,2.326152926E0
2.110035267E0,1.460471153E0,-3.467903614E0,8.665206432E-1,3.861371452E0
2.118243344E0,9.704699516E-1,-4.893289089E0,-2.497694492E-1,4.994844824E0
2.126470421E0,3.123402596E-1,-5.901751518E0,-1.328617334E0,6.057511984E0
2.134678344E0,-5.990214348E-1,-5.803053856E0,-1.934381247E0,6.146225796E0
2.142902959E0,-2.301385164E0,-4.829909325E0,-1.860034466E0,5.664285125E0
2.151128498E0,-3.345936537E0,-2.654824257E0,-1.931185842E0,4.687521936E0
2.159335498E0,-2.520431519E0,5.477905273E-3,-2.884333134E0,3.830402417E0
2.167561690E0,-2.578080177E0,2.696933746E0,-4.331602097E0,5.716880772E0
2.175768998E0,-4.387886524E0,1.000435448E1,-4.262417316E0,1.172641710E1
2.183993844E0,-2.189819098E0,1.960384369E1,-1.551747322E-1,1.972638016E1
2.192218459E0,-5.788174152E0,2.244964218E1,-1.401064634E0,2.322611410E1
2.200426767E0,-4.684916019E0,2.031132698E1,-4.139846802E0,2.125174754E1
2.208657228E0,-1.102879047E0,1.393982697E1,-4.008625984E0,1.454662161E1
2.216865651E0,7.498173714E-1,6.323849678E0,-2.690664768E0,6.913246541E0
2.225091767E0,3.292450905E0,-1.254039764E0,-3.155228138E0,4.729515123E0
2.233316728E0,-2.571558952E-1,-2.840687752E0,-3.636004448E0,4.621273028E0
2.241524728E0,-3.726853848E0,-2.644501686E0,-4.654804230E0,6.523038493E0
2.249756651E0,-5.447278976E0,-3.627708912E0,-5.352367878E0,8.454641453E0
2.257964382E0,-7.021594524E0,-3.416507244E0,-4.753371239E0,9.141654639E0
2.266189613E0,-9.580462456E0,-1.772801876E0,-3.644473553E0,1.040241678E1
2.274412690E0,-1.047747612E1,-7.061772346E-1,-4.280404091E0,1.134010808E1
2.282618882E0,-9.289593697E0,1.042747498E-1,-5.404485703E0,1.074783187E1
2.290861728E0,-6.951886654E0,1.167681694E0,-6.406094074E0,9.525242773E0
2.299069151E0,-4.783919334E0,2.097778320E0,-7.163847923E0,8.866074393E0
2.307294882E0,-2.465243816E0,3.355822563E0,-7.360542774E0,8.456746542E0
2.315520382E0,-9.713416100E-1,4.517843246E0,-5.512307167E0,7.193048201E0
2.323728574E0,-4.024958611E-1,5.772545815E0,-3.145955801E0,6.586450182E0
2.331966728E0,-4.138240814E-1,6.655623436E0,-6.790845394E-1,6.702964233E0
2.340173420E0,-7.854547501E-1,5.734626770E0,3.353922367E0,6.689669543E0
2.348379459E0,-1.607927084E0,3.420841217E0,4.885191917E0,6.176785913E0
2.356602497E0,-3.346845388E0,1.531350136E0,3.259912014E0,4.916648618E0
2.364811266E0,-4.407276154E0,1.836204529E-1,4.067136049E-1,4.429809874E0
2.373039997E0,-4.234936237E0,-1.057148933E0,-2.358294487E0,4.961229857E0
2.381247997E0,-4.245237350E0,-1.521485806E0,-3.597401857E0,5.768731173E0
2.389474497E0,-4.216953754E0,-1.654947281E0,-3.670005083E0,5.830136086E0
2.397700266E0,-3.865467548E0,-1.700348854E0,-3.154705763E0,5.271166289E0
2.405907766E0,-3.694767475E0,-1.439033985E0,-2.135900736E0,4.503798115E0
2.414159689E0,-3.668262482E0,-1.158524990E0,-3.595381379E-1,3.863624912E0
2.422369651E0,-3.131258965E0,-6.738452911E-1,1.020505190E0,3.361589062E0
2.430596843E0,-1.632426977E0,-4.192409515E-1,1.505631685E0,2.259979554E0
2.438822035E0,-1.599888802E-1,-5.304489136E-1,6.671333909E-1,8.672020831E-1
2.447029035E0,6.208925247E-1,-8.932447433E-1,-5.655937791E-1,1.226087281E0
2.455237881E0,9.116063118E-1,-1.442087650E0,-1.073093891E0,2.015483406E0
2.463445304E0,9.599218369E-1,-1.972027779E0,-1.010343075E0,2.414774652E0
2.471669343E0,1.246705294E0,-2.741483212E0,-5.044233799E-2,3.012067183E0
2.479892766E0,1.033318996E0,-3.279971123E0,1.202765465E0,3.643158448E0
2.488098881E0,8.905849457E-1,-3.806753159E0,2.835600376E0,4.829610818E0
2.496324689E0,1.761113167E0,-4.091604710E0,2.504153252E0,5.110140134E0
2.504532073E0,2.102442026E0,-3.806863785E0,1.735990047E0,4.682535189E0
2.512757843E0,2.166535378E0,-3.135775089E0,1.164443851E0,3.985334419E0
2.520984266E0,2.384394646E0,-2.298799992E0,1.156387091E0,3.508140580E0
2.529194535E0,2.519745588E0,-1.439554691E0,1.322502851E0,3.189114192E0
2.537423612E0,1.516505480E0,-6.305427551E-1,1.249417663E0,2.063593354E0
2.545633650E0,8.937597275E-3,6.822872162E-2,8.333798051E-1,8.362158445E-1
2.553841804E0,-3.286094666E-1,6.556491852E-1,3.476482630E-1,8.116152723E-1
2.562066035E0,6.438779831E-2,1.184426308E0,1.768755913E-1,1.199289974E0
2.570272381E0,1.427605867E0,1.480963707E0,-5.694460869E-2,2.057803368E0
2.578535535E0,3.218029499E0,1.505486488E0,-5.418716669E-1,3.593859809E0
2.586743496E0,5.120219707E0,8.871374130E-1,-9.631291628E-1,5.285005244E0
2.594969727E0,5.890782356E0,-2.393245697E-2,-1.088993907E0,5.990642475E0
2.603196188E0,5.752642632E0,-7.338027954E-1,-8.502496481E-1,5.861253130E0
