"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.835091530E-1,2.629163980E0,-1.814880610E0,6.340781450E-1,3.257046201E0
4.854119610E-1,2.555860281E0,-1.947438359E0,1.826487035E-1,3.218431060E0
4.876786530E-1,2.527149439E0,-1.966986060E0,-1.356120855E-1,3.205293916E0
4.895134610E-1,2.461176157E0,-1.930334210E0,-8.002334833E-1,3.228614543E0
4.917811140E-1,2.426356792E0,-1.845423937E0,-1.415985584E0,3.361221797E0
4.937663070E-1,2.335337877E0,-1.734857321E0,-1.841758728E0,3.443197371E0
4.958468070E-1,2.317622662E0,-1.670716405E0,-1.963931799E0,3.466943354E0
4.976726540E-1,2.213775635E0,-1.493565559E0,-1.992642403E0,3.331991054E0
4.998990760E-1,2.039679050E0,-1.213789225E0,-1.744020224E0,2.945366098E0
5.018185770E-1,1.905899525E0,-1.051909924E0,-1.535715222E0,2.664092478E0
5.040226530E-1,1.640784025E0,-7.238753438E-1,-1.039081812E0,2.072645349E0
5.059407690E-1,1.328631878E0,-4.043927789E-1,-4.966334403E-1,1.474937612E0
5.080628450E-1,1.030529618E0,-1.105666086E-1,2.199114859E-2,1.036677327E0
5.099656150E-1,8.723155856E-1,2.871066704E-2,2.547308207E-1,9.092010637E-1
5.122794990E-1,5.510004759E-1,2.706133127E-1,6.359107494E-1,8.838640001E-1
5.143379610E-1,2.510656118E-1,4.905247986E-1,9.053022861E-1,1.059821093E0
5.162517300E-1,-6.719517522E-3,6.414085031E-1,1.089172721E0,1.264020267E0
5.181523840E-1,-1.282816976E-1,6.890559793E-1,1.166141748E0,1.360566395E0
5.204353070E-1,-3.176499307E-1,7.495316267E-1,1.307862520E0,1.540520532E0
5.222098840E-1,-4.868595898E-1,7.690793276E-1,1.461800575E0,1.722026769E0
5.244267680E-1,-5.674937963E-1,7.617489696E-1,1.557706356E0,1.824488913E0
5.263278460E-1,-7.122688890E-1,7.305948138E-1,1.761124492E0,2.035351377E0
5.285981140E-1,-8.429940343E-1,6.927211881E-1,1.978592515E0,2.259497716E0
5.304713840E-1,-9.615018964E-1,6.383541822E-1,2.194838762E0,2.479778045E0
5.327002680E-1,-1.027475357E0,6.084218025E-1,2.305405378E0,2.596300572E0
5.346648460E-1,-1.134376764E0,5.619960427E-1,2.503325701E0,2.805225438E0
5.367624990E-1,-1.249830246E0,5.418374538E-1,2.670091867E0,2.997507973E0
5.385930380E-1,-1.301142931E0,5.296201706E-1,2.736065388E0,3.075633960E0
5.408126140E-1,-1.447750688E0,4.624249935E-1,2.841134310E0,3.222089864E0
5.426677310E-1,-1.539991260E0,3.842342496E-1,2.930320501E0,3.332564670E0
5.449342680E-1,-1.547321677E0,3.451388776E-1,3.021339417E0,3.412010710E0
5.467684610E-1,-1.536936998E0,3.274237812E-1,3.068376064E0,3.447363245E0
5.489726910E-1,-1.499674201E0,3.109304011E-1,3.153897285E0,3.506104464E0
5.508629610E-1,-1.494176388E0,2.974913716E-1,3.210707664E0,3.553830033E0
5.531868830E-1,-1.491732955E0,3.103195429E-1,3.216205597E0,3.558868341E0
5.552126150E-1,-1.498452425E0,3.152064681E-1,3.193603516E0,3.541725314E0
5.571599990E-1,-1.521665335E0,3.158173263E-1,3.112358332E0,3.478790071E0
5.590679230E-1,-1.551597714E0,3.078760803E-1,2.989574432E0,3.382277108E0
5.613414220E-1,-1.591914773E0,2.913827300E-1,2.839301586E0,3.268138620E0
5.631121150E-1,-1.612684250E0,2.803871334E-1,2.758056641E0,3.207217465E0
5.653314600E-1,-1.642616630E0,2.467895597E-1,2.575407982E0,3.064607765E0
5.672086920E-1,-1.648114443E0,1.942551434E-1,2.365881205E0,2.889880647E0
5.694999600E-1,-1.651779652E0,1.557706445E-1,2.257757902E0,2.801805000E0
5.713618460E-1,-1.621847272E0,6.597344577E-2,2.020131350E0,2.591461313E0
5.736014600E-1,-1.583362699E0,-3.848451003E-2,1.781283021E0,2.383587148E0
5.755980760E-1,-1.513113260E0,-1.466076523E-1,1.539991260E0,2.163926667E0
5.776654990E-1,-1.477072120E0,-1.905899495E-1,1.421483397E0,2.058805874E0
5.794897690E-1,-1.390940189E0,-2.730567753E-1,1.197906733E0,1.855870457E0
5.817167300E-1,-1.307862520E0,-3.274237812E-1,9.816604257E-1,1.667743354E0
5.835510000E-1,-1.263269305E0,-3.536909819E-1,8.778133392E-1,1.578449526E0
5.858386530E-1,-1.172861218E0,-3.836233616E-1,6.774495840E-1,1.407731601E0
5.877610770E-1,-1.080009699E0,-3.952298164E-1,4.899139404E-1,1.250057289E0
5.898778450E-1,-9.798278809E-1,-3.854559660E-1,3.262020350E-1,1.102291588E0
5.917453840E-1,-9.309586287E-1,-3.756821156E-1,2.535090744E-1,1.035416762E0
5.940940370E-1,-8.289441466E-1,-3.463605940E-1,1.154535338E-1,9.057834056E-1
5.961519600E-1,-7.348709106E-1,-3.158173263E-1,-6.108652451E-4,7.998601203E-1
5.980659990E-1,-6.469063163E-1,-2.602286041E-1,-8.674286306E-2,7.026599695E-1
5.999566920E-1,-6.078109145E-1,-2.223549485E-1,-1.209513173E-1,6.584110054E-1
6.022487680E-1,-5.229006410E-1,-1.411098689E-1,-1.759291887E-1,5.694630408E-1
6.040729230E-1,-4.324925840E-1,-4.642575979E-2,-2.125810981E-1,4.841445132E-1
6.062406520E-1,-3.897320330E-1,4.886921961E-3,-2.254092693E-1,4.502491291E-1
6.081445380E-1,-2.956587672E-1,9.834930301E-2,-2.437352389E-1,3.955926677E-1
6.104105370E-1,-2.021963894E-1,1.875356287E-1,-2.486221492E-1,3.713030636E-1
6.122435770E-1,-1.056796908E-1,2.687807083E-1,-2.474004179E-1,3.802870403E-1
6.145138830E-1,-5.986479297E-2,3.054326177E-1,-2.437352389E-1,3.953223293E-1
6.164726540E-1,3.970624134E-2,3.671300113E-1,-2.315179259E-1,4.358458223E-1
6.185528830E-1,1.276708394E-1,4.153883755E-1,-2.174680233E-1,4.859420613E-1
