"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
5.417891740E-1,4.288274050E-1,1.411098689E-1,-3.652974069E-1,5.807298286E-1
5.435113840E-1,4.233296216E-1,1.307251602E-1,-3.769038618E-1,5.816816630E-1
5.458557130E-1,4.208861589E-1,1.246165112E-1,-3.817907870E-1,5.817547926E-1
5.477372690E-1,4.184426963E-1,1.105666086E-1,-3.927863538E-1,5.844658970E-1
5.499622510E-1,4.227187634E-1,9.407325089E-2,-4.019493461E-1,5.908504093E-1
5.517633070E-1,4.196644127E-1,8.491026610E-2,-4.068362415E-1,5.906299180E-1
5.540492900E-1,4.227187634E-1,6.108652428E-2,-4.190535545E-1,5.983549097E-1
5.558089230E-1,4.251621962E-1,3.420845419E-2,-4.294382632E-1,6.052688107E-1
5.581714820E-1,4.282165468E-1,2.443460980E-3,-4.416555762E-1,6.151707319E-1
5.599916540E-1,4.300491214E-1,-1.282817032E-2,-4.459316432E-1,6.196465438E-1
5.622109050E-1,4.331034720E-1,-4.825835302E-2,-4.538728893E-1,6.292122740E-1
5.641413840E-1,4.367686510E-1,-8.185594529E-2,-4.648684561E-1,6.430940303E-1
5.664267130E-1,4.404338300E-1,-1.221730486E-1,-4.770857692E-1,6.606958783E-1
5.683304230E-1,4.428772926E-1,-1.423316002E-1,-4.813618064E-1,6.694085221E-1
5.704383280E-1,4.471533597E-1,-1.747074574E-1,-4.929682612E-1,6.881035746E-1
5.723140770E-1,4.520402849E-1,-2.040289938E-1,-5.082398653E-1,7.101239400E-1
5.746559050E-1,4.569272101E-1,-2.254092693E-1,-5.149593949E-1,7.244135507E-1
5.764144230E-1,4.599815309E-1,-2.351831198E-1,-5.155702829E-1,7.298676765E-1
5.786465970E-1,4.679227769E-1,-2.480112910E-1,-5.155702829E-1,7.391035396E-1
5.806576150E-1,4.776966274E-1,-2.577851415E-1,-5.057964325E-1,7.419415598E-1
5.828190970E-1,4.850270152E-1,-2.608394623E-1,-5.033529401E-1,7.460915580E-1
5.845851540E-1,4.960225821E-1,-2.577851415E-1,-4.893030524E-1,7.429058205E-1
5.869203280E-1,5.131267905E-1,-2.516764700E-1,-4.679227769E-1,7.386419118E-1
5.888915970E-1,5.296201706E-1,-2.321287990E-1,-4.502076805E-1,7.328494115E-1
5.910267900E-1,5.375614166E-1,-2.229658216E-1,-4.398229718E-1,7.294726046E-1
5.928175770E-1,5.546656251E-1,-1.997529417E-1,-4.166100919E-1,7.218858373E-1
5.951140590E-1,5.693264008E-1,-1.747074574E-1,-3.958406746E-1,7.150839713E-1
5.969008460E-1,5.864306092E-1,-1.459967941E-1,-3.738495409E-1,7.106190277E-1
5.992370200E-1,5.980370641E-1,-1.331686229E-1,-3.665191531E-1,7.139457274E-1
6.010518840E-1,6.114761233E-1,-1.038470939E-1,-3.500257730E-1,7.121834807E-1
6.032770200E-1,6.279694438E-1,-8.002334833E-2,-3.347541690E-1,7.161073329E-1
6.053124430E-1,6.340781450E-1,-6.963863969E-2,-3.286454976E-1,7.175740360E-1
6.074930590E-1,6.487388611E-1,-5.009094998E-2,-3.194825351E-1,7.248726118E-1
