"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
5.971624990E-1,4.075081825E0,-6.768386960E-1,-2.729345798E0,4.951134314E0
5.994298410E-1,4.128227234E0,-6.597344875E-1,-2.711630821E0,4.983016295E0
6.012339220E-1,4.188703060E0,-5.882632136E-1,-2.687196255E0,5.011218479E0
6.034860330E-1,4.219246387E0,-5.192354321E-1,-2.667037725E0,5.018439572E0
6.053507680E-1,4.269337177E0,-3.213151097E-1,-2.623055458E0,5.021046033E0
6.075908410E-1,4.309043407E0,-8.735372871E-2,-2.577240467E0,5.021718250E0
6.094519990E-1,4.315762997E0,2.070833147E-1,-2.521040916E0,5.002433512E0
6.118033790E-1,4.297437191E0,3.909537494E-1,-2.491108418E0,4.982613009E0
6.136285380E-1,4.209472179E0,8.374962807E-1,-2.426967621E0,4.930641731E0
6.158086480E-1,4.050036430E0,1.349401355E0,-2.368935347E0,4.882164866E0
6.177320380E-1,3.831957579E0,1.601688623E0,-2.336559534E0,4.765376773E0
6.199603790E-1,3.710395575E0,2.075720072E0,-2.267531872E0,4.818438536E0
6.219479170E-1,3.453221321E0,2.470949888E0,-2.196671486E0,4.780763167E0
6.240167640E-1,3.194214344E0,2.767219543E0,-2.120924234E0,4.728512333E0
6.260509560E-1,3.065321684E0,2.866790533E0,-2.084882975E0,4.686301527E0
6.281205330E-1,2.822197437E0,2.979189873E0,-2.005470514E0,4.567524784E0
6.301554940E-1,2.608394623E0,2.986520290E0,-1.922392964E0,4.406656404E0
6.322878790E-1,2.419637203E0,2.891225100E0,-1.833817482E0,4.192459103E0
6.342922680E-1,2.337781191E0,2.811812639E0,-1.786170006E0,4.069633215E0
6.362961870E-1,2.191173553E0,2.602896690E0,-1.697594523E0,3.802386078E0
6.382508450E-1,2.078163624E0,2.350609541E0,-1.604743004E0,3.524106890E0
6.404124170E-1,1.979814291E0,2.072054863E0,-1.514334917E0,3.241340189E0
6.423065380E-1,1.935221076E0,1.928501606E0,-1.467909217E0,3.101444265E0
6.444688400E-1,1.854586840E0,1.657888293E0,-1.379333735E0,2.844406351E0
6.465041100E-1,1.777006984E0,1.390940189E0,-1.301753879E0,2.605193197E0
