"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.870607584E0,-7.214576721E0,-6.771372795E0,-5.346244812E0,1.124650792E1
1.878815776E0,-7.283883572E0,-7.936701775E0,-5.734939575E0,1.220392260E1
1.887053430E0,-6.791788578E0,-8.936485291E0,-5.059249878E0,1.231199296E1
1.895261276E0,-6.315802097E0,-9.975966454E0,-4.299049854E0,1.256547223E1
1.903469545E0,-5.751624107E0,-1.070216560E1,-3.645710468E0,1.268498062E1
1.911693122E0,-5.233692646E0,-1.131744671E1,-3.616515398E0,1.298288575E1
1.919900853E0,-5.032083511E0,-1.151046276E1,-3.716188669E0,1.310048379E1
1.928108007E0,-5.718930244E0,-1.174994278E1,-3.968392372E0,1.365706617E1
1.936316468E0,-6.654137611E0,-1.200496101E1,-4.225479603E0,1.436145237E1
1.944523353E0,-7.459384441E0,-1.200501823E1,-4.669830322E0,1.488523410E1
1.952738045E0,-8.317016602E0,-1.195501709E1,-5.342305183E0,1.551242803E1
1.960943853E0,-8.940601349E0,-1.217889118E1,-5.299559593E0,1.601077996E1
1.969150891E0,-8.004885674E0,-1.237386227E1,-4.135606289E0,1.530666199E1
1.977357622E0,-5.665352345E0,-1.266402435E1,-1.878718376E0,1.400011831E1
1.985564814E0,-2.170833588E0,-1.397433853E1,4.749264717E0,1.491811554E1
1.993789506E0,4.134477615E0,-1.523867798E1,1.095217800E1,1.921617586E1
2.001995314E0,7.399059296E0,-1.289422512E1,1.103076077E1,1.851174770E1
2.010202506E0,2.001814842E0,-1.066725826E1,4.588325024E0,1.178347945E1
2.018409545E0,-1.212735415E0,-1.042709351E1,-1.185792685E0,1.056414267E1
2.026616891E0,-1.945661783E0,-1.099500084E1,-2.165679455E0,1.137390921E1
2.034834814E0,-2.267787933E0,-1.122917271E1,-2.491353989E0,1.172365244E1
2.043043814E0,-4.688333988E0,-1.032638550E1,-3.603748322E0,1.189965189E1
2.051297891E0,-6.125338078E0,-9.525446892E0,-3.707339525E0,1.191630276E1
2.059507545E0,-6.255802631E0,-8.911560059E0,-4.467167377E0,1.176888073E1
2.067716891E0,-5.718885422E0,-7.831590652E0,-6.211779594E0,1.151632182E1
2.075942237E0,-5.603939533E0,-6.018461227E0,-9.908172607E0,1.287625327E1
2.084150545E0,-5.952905178E0,2.415966988E0,-2.153521156E1,2.247307975E1
2.092358198E0,-7.496582985E0,1.738158226E1,-3.912907410E1,4.346725892E1
2.100565583E0,-6.355422974E0,2.456020355E1,-3.422740936E1,4.260411425E1
2.108772429E0,-8.946282387E0,2.928041077E1,-3.147746277E1,4.391137763E1
2.116990006E0,-1.728418350E1,3.092277908E1,-2.396926308E1,4.277250096E1
2.125197929E0,-2.629103851E1,3.275141144E1,-4.534842968E0,4.224261424E1
2.133433929E0,-2.717583084E1,3.264432144E1,2.245076656E0,4.253490183E1
2.141641160E0,-2.154976845E1,3.041957092E1,3.163490772E0,3.741323949E1
2.149848583E0,-1.209690285E1,2.719981766E1,4.767169476E0,3.014781989E1
2.158071775E0,-1.664770603E0,2.323748016E1,1.199575043E1,2.620400683E1
2.166278621E0,1.856674385E1,1.359046459E1,3.890125275E1,4.519659468E1
2.174484313E0,1.760654068E1,9.031653404E0,3.003135681E1,3.596447455E1
2.182690390E0,2.235825539E1,5.000784874E0,3.294993973E1,4.013225587E1
2.190894698E0,1.610189629E1,-1.858798981E0,3.743999863E1,4.079803543E1
2.199110890E0,-6.378364563E-1,1.260225582E1,-7.232987404E0,1.454440765E1
2.207320159E0,-5.010206223E0,1.095857620E1,5.799343109E0,1.337254423E1
2.215529390E0,3.434903860E0,8.877330780E0,2.011021614E1,2.224918784E1
2.223736582E0,1.047755051E1,3.082935333E0,1.492167568E1,1.849161864E1
2.231943890E0,9.366876602E0,-9.762573242E-2,1.305035233E0,9.457855202E0
2.240167544E0,7.107749939E0,-2.639179707E0,-1.910086155E0,7.818811152E0
2.248374313E0,5.836837769E0,-4.759387016E0,-7.155232430E-1,7.565210732E0
2.256579428E0,5.556033611E0,-7.111005783E0,2.839266062E0,9.460303616E0
2.264785044E0,7.377835274E0,-9.701212883E0,9.867903709E0,1.568188472E1
2.272991275E0,8.036853790E0,-1.082575417E1,1.144769001E1,1.768721512E1
2.281207005E0,7.119004250E0,-1.120543861E1,6.919940948E0,1.497089372E1
2.289412351E0,7.327175140E0,-1.123562241E1,2.738032103E0,1.369027122E1
2.297618121E0,7.669066906E0,-1.157084274E1,-2.180031538E-1,1.388331784E1
2.305823736E0,7.674928188E0,-1.156673431E1,-1.707023740E0,1.398598568E1
2.314028851E0,8.129465103E0,-1.187275124E1,-1.414652348E0,1.445861909E1
2.322250813E0,8.545631409E0,-1.214504814E1,-6.172895432E-1,1.486307697E1
2.330458274E0,8.348997116E0,-1.174532890E1,-5.355944633E-1,1.442031086E1
2.338666851E0,7.385698318E0,-1.113239098E1,-2.257880688E0,1.354904770E1
2.346874082E0,5.427676201E0,-1.030529213E1,-3.398749352E0,1.213302155E1
2.355080044E0,4.459244251E0,-8.934315681E0,-3.409817934E0,1.055147925E1
2.363296082E0,3.845783949E0,-7.642037392E0,-3.391853809E0,9.203013742E0
2.371502620E0,3.025479555E0,-5.656288147E0,-2.655560017E0,6.942558688E0
2.379739236E0,-2.450158596E-1,8.611221313E-1,1.184871101E1,1.188248782E1
2.387945582E0,-5.462952137E0,1.120265007E1,1.494326305E1,1.945878530E1
2.396152813E0,-6.104124069E0,1.701339340E1,1.490177345E1,2.342602693E1
2.404378813E0,1.459443092E0,2.644054604E1,5.475965023E0,2.704105475E1
2.412585659E0,1.172038364E1,4.206072235E1,-4.294144630E0,4.387381264E1
2.420792582E0,2.887966156E0,5.064958191E1,-7.311626673E-1,5.073711753E1
2.429002505E0,-1.111382294E1,4.896154785E1,-9.004080296E-1,5.021514675E1
2.437209812E0,-1.681224251E1,4.006749725E1,-4.978191376E0,4.373600603E1
2.445435505E0,-1.776596642E1,2.567316246E1,-3.597826004E0,3.142745910E1
2.453643274E0,-7.696559429E0,1.163902283E1,-5.296165943E-1,1.396368050E1
2.461850312E0,-4.603408575E-1,4.054289818E0,-3.045789242E0,5.091759199E0
2.470057235E0,1.964126706E0,-3.060121536E-1,-4.914975643E0,5.301737708E0
2.478263774E0,7.728118896E-1,-1.847561836E0,-6.302570343E0,6.613101835E0
